doc_id,doc_name,folder_name
353,68020,comp.windows.x
354,67972,comp.windows.x
355,67541,comp.windows.x
356,68236,comp.windows.x
357,67492,comp.windows.x
358,68251,comp.windows.x
359,68333,comp.windows.x
360,67514,comp.windows.x
361,67495,comp.windows.x
362,68234,comp.windows.x
363,67527,comp.windows.x
364,68243,comp.windows.x
365,67371,comp.windows.x
366,68136,comp.windows.x
367,67448,comp.windows.x
368,68119,comp.windows.x
369,68011,comp.windows.x
370,67430,comp.windows.x
371,68260,comp.windows.x
372,67473,comp.windows.x
373,68003,comp.windows.x
374,68227,comp.windows.x
375,68209,comp.windows.x
376,67497,comp.windows.x
377,68070,comp.windows.x
378,67566,comp.windows.x
379,67991,comp.windows.x
380,67524,comp.windows.x
381,68303,comp.windows.x
382,67985,comp.windows.x
383,68005,comp.windows.x
384,67544,comp.windows.x
385,67406,comp.windows.x
386,68327,comp.windows.x
387,68279,comp.windows.x
388,68000,comp.windows.x
389,67466,comp.windows.x
390,68139,comp.windows.x
391,68186,comp.windows.x
392,67408,comp.windows.x
393,68208,comp.windows.x
394,104893,rec.sport.baseball
395,104731,rec.sport.baseball
396,104872,rec.sport.baseball
397,104982,rec.sport.baseball
398,105044,rec.sport.baseball
399,104972,rec.sport.baseball
400,105080,rec.sport.baseball
401,104748,rec.sport.baseball
402,105124,rec.sport.baseball
403,104992,rec.sport.baseball
404,104829,rec.sport.baseball
405,104870,rec.sport.baseball
406,104747,rec.sport.baseball
407,104773,rec.sport.baseball
408,104677,rec.sport.baseball
409,104993,rec.sport.baseball
410,104885,rec.sport.baseball
411,104642,rec.sport.baseball
412,104723,rec.sport.baseball
413,104643,rec.sport.baseball
414,104703,rec.sport.baseball
415,104942,rec.sport.baseball
416,105035,rec.sport.baseball
417,104821,rec.sport.baseball
418,104888,rec.sport.baseball
419,105029,rec.sport.baseball
420,105154,rec.sport.baseball
421,104648,rec.sport.baseball
422,105036,rec.sport.baseball
423,105068,rec.sport.baseball
424,104986,rec.sport.baseball
425,104686,rec.sport.baseball
426,104989,rec.sport.baseball
427,104858,rec.sport.baseball
428,105107,rec.sport.baseball
429,104876,rec.sport.baseball
430,104963,rec.sport.baseball
431,104777,rec.sport.baseball
432,105048,rec.sport.baseball
433,104721,rec.sport.baseball
434,105073,rec.sport.baseball
435,104707,rec.sport.baseball
436,105078,rec.sport.baseball
437,104934,rec.sport.baseball
438,104737,rec.sport.baseball
439,104844,rec.sport.baseball
440,104864,rec.sport.baseball
441,105017,rec.sport.baseball
442,104855,rec.sport.baseball
443,104710,rec.sport.baseball
444,104969,rec.sport.baseball
445,104681,rec.sport.baseball
446,105466,rec.sport.baseball
447,104951,rec.sport.baseball
448,104868,rec.sport.baseball
449,104859,rec.sport.baseball
450,104839,rec.sport.baseball
451,104778,rec.sport.baseball
452,104852,rec.sport.baseball
453,104763,rec.sport.baseball
454,105096,rec.sport.baseball
455,104988,rec.sport.baseball
456,104980,rec.sport.baseball
457,105065,rec.sport.baseball
458,104813,rec.sport.baseball
459,104751,rec.sport.baseball
460,104626,rec.sport.baseball
461,104958,rec.sport.baseball
462,104623,rec.sport.baseball
463,104630,rec.sport.baseball
464,104965,rec.sport.baseball
465,104704,rec.sport.baseball
466,104727,rec.sport.baseball
467,105119,rec.sport.baseball
468,104987,rec.sport.baseball
469,104863,rec.sport.baseball
470,105112,rec.sport.baseball
471,104745,rec.sport.baseball
472,104625,rec.sport.baseball
473,105113,rec.sport.baseball
474,105162,rec.sport.baseball
475,104768,rec.sport.baseball
476,104939,rec.sport.baseball
477,105989,rec.sport.baseball
478,104825,rec.sport.baseball
479,104990,rec.sport.baseball
480,104970,rec.sport.baseball
481,104775,rec.sport.baseball
482,104733,rec.sport.baseball
483,105020,rec.sport.baseball
484,105116,rec.sport.baseball
485,104979,rec.sport.baseball
486,104811,rec.sport.baseball
487,104983,rec.sport.baseball
488,104831,rec.sport.baseball
489,105160,rec.sport.baseball
490,104949,rec.sport.baseball
491,105023,rec.sport.baseball
492,105051,rec.sport.baseball
493,105146,rec.sport.baseball
494,104887,rec.sport.baseball
495,105016,rec.sport.baseball
496,104943,rec.sport.baseball
497,105022,rec.sport.baseball
498,104875,rec.sport.baseball
499,104634,rec.sport.baseball
500,105021,rec.sport.baseball
501,104776,rec.sport.baseball
502,105115,rec.sport.baseball
503,105000,rec.sport.baseball
504,104656,rec.sport.baseball
505,104832,rec.sport.baseball
506,104850,rec.sport.baseball
507,104639,rec.sport.baseball
508,105114,rec.sport.baseball
509,105064,rec.sport.baseball
510,104971,rec.sport.baseball
511,105151,rec.sport.baseball
512,104761,rec.sport.baseball
513,104756,rec.sport.baseball
514,104769,rec.sport.baseball
515,105043,rec.sport.baseball
516,105094,rec.sport.baseball
517,105117,rec.sport.baseball
518,105002,rec.sport.baseball
519,105079,rec.sport.baseball
520,105032,rec.sport.baseball
521,105097,rec.sport.baseball
522,104667,rec.sport.baseball
523,104729,rec.sport.baseball
524,105167,rec.sport.baseball
525,104841,rec.sport.baseball
526,104849,rec.sport.baseball
527,104665,rec.sport.baseball
528,104814,rec.sport.baseball
529,105057,rec.sport.baseball
530,104700,rec.sport.baseball
531,104758,rec.sport.baseball
532,105111,rec.sport.baseball
533,104842,rec.sport.baseball
534,104854,rec.sport.baseball
535,104847,rec.sport.baseball
536,105004,rec.sport.baseball
537,104819,rec.sport.baseball
538,104753,rec.sport.baseball
539,104945,rec.sport.baseball
540,104652,rec.sport.baseball
541,104956,rec.sport.baseball
542,104746,rec.sport.baseball
543,104684,rec.sport.baseball
544,104996,rec.sport.baseball
545,104738,rec.sport.baseball
546,104661,rec.sport.baseball
547,104762,rec.sport.baseball
548,104845,rec.sport.baseball
549,104711,rec.sport.baseball
550,105040,rec.sport.baseball
551,104967,rec.sport.baseball
552,104764,rec.sport.baseball
553,105076,rec.sport.baseball
554,104833,rec.sport.baseball
555,104743,rec.sport.baseball
556,104632,rec.sport.baseball
557,104968,rec.sport.baseball
558,105148,rec.sport.baseball
559,104977,rec.sport.baseball
560,104860,rec.sport.baseball
561,104948,rec.sport.baseball
562,105081,rec.sport.baseball
563,104944,rec.sport.baseball
564,104659,rec.sport.baseball
565,105047,rec.sport.baseball
566,104955,rec.sport.baseball
567,104750,rec.sport.baseball
568,104871,rec.sport.baseball
569,105072,rec.sport.baseball
570,105095,rec.sport.baseball
571,104869,rec.sport.baseball
572,105990,rec.sport.baseball
573,104978,rec.sport.baseball
574,104857,rec.sport.baseball
575,105153,rec.sport.baseball
576,105018,rec.sport.baseball
577,104774,rec.sport.baseball
578,104682,rec.sport.baseball
579,104708,rec.sport.baseball
580,104947,rec.sport.baseball
581,105061,rec.sport.baseball
582,104730,rec.sport.baseball
583,105156,rec.sport.baseball
584,105026,rec.sport.baseball
585,104641,rec.sport.baseball
586,105046,rec.sport.baseball
587,104960,rec.sport.baseball
588,104889,rec.sport.baseball
589,104881,rec.sport.baseball
590,104880,rec.sport.baseball
591,104953,rec.sport.baseball
592,104771,rec.sport.baseball
593,104766,rec.sport.baseball
594,104820,rec.sport.baseball
595,105001,rec.sport.baseball
596,104853,rec.sport.baseball
597,105031,rec.sport.baseball
598,104995,rec.sport.baseball
599,104754,rec.sport.baseball
600,105003,rec.sport.baseball
601,105163,rec.sport.baseball
602,105058,rec.sport.baseball
603,104647,rec.sport.baseball
604,104830,rec.sport.baseball
605,104671,rec.sport.baseball
606,104644,rec.sport.baseball
607,104675,rec.sport.baseball
608,104866,rec.sport.baseball
609,104838,rec.sport.baseball
610,104669,rec.sport.baseball
611,104891,rec.sport.baseball
612,104975,rec.sport.baseball
613,104961,rec.sport.baseball
614,104851,rec.sport.baseball
615,104699,rec.sport.baseball
616,104650,rec.sport.baseball
617,104879,rec.sport.baseball
618,105098,rec.sport.baseball
619,105062,rec.sport.baseball
620,104645,rec.sport.baseball
621,104624,rec.sport.baseball
622,104994,rec.sport.baseball
623,104974,rec.sport.baseball
624,104848,rec.sport.baseball
625,105053,rec.sport.baseball
626,104946,rec.sport.baseball
627,104836,rec.sport.baseball
628,104732,rec.sport.baseball
629,105158,rec.sport.baseball
630,105109,rec.sport.baseball
631,104715,rec.sport.baseball
632,104687,rec.sport.baseball
633,104886,rec.sport.baseball
634,104878,rec.sport.baseball
635,104936,rec.sport.baseball
636,104846,rec.sport.baseball
637,105120,rec.sport.baseball
638,105060,rec.sport.baseball
639,104770,rec.sport.baseball
640,105401,rec.sport.baseball
641,105039,rec.sport.baseball
642,105019,rec.sport.baseball
643,104865,rec.sport.baseball
644,104828,rec.sport.baseball
645,104767,rec.sport.baseball
646,104823,rec.sport.baseball
647,105027,rec.sport.baseball
648,105123,rec.sport.baseball
649,104826,rec.sport.baseball
650,105059,rec.sport.baseball
651,104726,rec.sport.baseball
652,104973,rec.sport.baseball
653,105157,rec.sport.baseball
654,105093,rec.sport.baseball
655,105067,rec.sport.baseball
656,104670,rec.sport.baseball
657,104660,rec.sport.baseball
658,104954,rec.sport.baseball
659,105099,rec.sport.baseball
660,105056,rec.sport.baseball
661,104873,rec.sport.baseball
662,104894,rec.sport.baseball
663,104646,rec.sport.baseball
664,104861,rec.sport.baseball
665,105400,rec.sport.baseball
666,104678,rec.sport.baseball
667,104867,rec.sport.baseball
668,105024,rec.sport.baseball
669,105118,rec.sport.baseball
670,105049,rec.sport.baseball
671,104633,rec.sport.baseball
672,105110,rec.sport.baseball
673,105130,rec.sport.baseball
674,104638,rec.sport.baseball
675,104706,rec.sport.baseball
676,104629,rec.sport.baseball
677,105028,rec.sport.baseball
678,105145,rec.sport.baseball
679,105045,rec.sport.baseball
680,104739,rec.sport.baseball
681,104959,rec.sport.baseball
682,104981,rec.sport.baseball
683,104815,rec.sport.baseball
684,105108,rec.sport.baseball
685,104816,rec.sport.baseball
686,104635,rec.sport.baseball
687,105299,rec.sport.baseball
688,104812,rec.sport.baseball
689,105063,rec.sport.baseball
690,104827,rec.sport.baseball
691,104735,rec.sport.baseball
692,104640,rec.sport.baseball
693,104749,rec.sport.baseball
694,104765,rec.sport.baseball
695,105075,rec.sport.baseball
696,104657,rec.sport.baseball
697,104755,rec.sport.baseball
698,104666,rec.sport.baseball
699,104834,rec.sport.baseball
700,104636,rec.sport.baseball
701,104655,rec.sport.baseball
702,104744,rec.sport.baseball
703,104759,rec.sport.baseball
704,104991,rec.sport.baseball
705,105164,rec.sport.baseball
706,104941,rec.sport.baseball
707,105015,rec.sport.baseball
708,104673,rec.sport.baseball
709,104741,rec.sport.baseball
710,105066,rec.sport.baseball
711,104631,rec.sport.baseball
712,104998,rec.sport.baseball
713,104702,rec.sport.baseball
714,104628,rec.sport.baseball
715,104679,rec.sport.baseball
716,105074,rec.sport.baseball
717,104952,rec.sport.baseball
718,104835,rec.sport.baseball
719,104824,rec.sport.baseball
720,104884,rec.sport.baseball
721,104709,rec.sport.baseball
722,104716,rec.sport.baseball
723,104890,rec.sport.baseball
724,105155,rec.sport.baseball
725,104672,rec.sport.baseball
726,105055,rec.sport.baseball
727,104736,rec.sport.baseball
728,104622,rec.sport.baseball
729,105150,rec.sport.baseball
730,104874,rec.sport.baseball
731,104950,rec.sport.baseball
732,104882,rec.sport.baseball
733,105025,rec.sport.baseball
734,105161,rec.sport.baseball
735,104843,rec.sport.baseball
736,104856,rec.sport.baseball
737,104895,rec.sport.baseball
738,105050,rec.sport.baseball
739,104964,rec.sport.baseball
740,105159,rec.sport.baseball
741,104837,rec.sport.baseball
742,104966,rec.sport.baseball
743,104705,rec.sport.baseball
744,104817,rec.sport.baseball
745,105152,rec.sport.baseball
746,105033,rec.sport.baseball
747,104742,rec.sport.baseball
748,104985,rec.sport.baseball
749,104877,rec.sport.baseball
750,104822,rec.sport.baseball
751,104760,rec.sport.baseball
752,104892,rec.sport.baseball
753,104757,rec.sport.baseball
754,104668,rec.sport.baseball
755,104772,rec.sport.baseball
756,104957,rec.sport.baseball
757,104752,rec.sport.baseball
758,104999,rec.sport.baseball
759,104728,rec.sport.baseball
760,104997,rec.sport.baseball
761,105034,rec.sport.baseball
762,104680,rec.sport.baseball
763,104937,rec.sport.baseball
764,105071,rec.sport.baseball
765,105041,rec.sport.baseball
766,104938,rec.sport.baseball
767,104701,rec.sport.baseball
768,104740,rec.sport.baseball
769,105149,rec.sport.baseball
770,105077,rec.sport.baseball
771,104883,rec.sport.baseball
772,104637,rec.sport.baseball
773,104725,rec.sport.baseball
774,105037,rec.sport.baseball
775,105042,rec.sport.baseball
776,104627,rec.sport.baseball
777,105052,rec.sport.baseball
778,105030,rec.sport.baseball
779,104935,rec.sport.baseball
780,104840,rec.sport.baseball
781,104976,rec.sport.baseball
782,105070,rec.sport.baseball
783,104962,rec.sport.baseball
784,105069,rec.sport.baseball
785,105054,rec.sport.baseball
786,104734,rec.sport.baseball
787,104720,rec.sport.baseball
788,104818,rec.sport.baseball
789,104940,rec.sport.baseball
790,103728,rec.autos
791,103078,rec.autos
792,103736,rec.autos
793,103439,rec.autos
794,103505,rec.autos
795,103156,rec.autos
796,103057,rec.autos
797,103157,rec.autos
798,103717,rec.autos
799,103671,rec.autos
800,103278,rec.autos
801,103527,rec.autos
802,103664,rec.autos
803,103314,rec.autos
804,103693,rec.autos
805,103673,rec.autos
806,103708,rec.autos
807,103199,rec.autos
808,103336,rec.autos
809,103141,rec.autos
810,103079,rec.autos
811,103704,rec.autos
812,103494,rec.autos
813,103427,rec.autos
814,103751,rec.autos
815,103317,rec.autos
816,103417,rec.autos
817,103153,rec.autos
818,103213,rec.autos
819,103201,rec.autos
820,103165,rec.autos
821,103310,rec.autos
822,103163,rec.autos
823,103128,rec.autos
824,103459,rec.autos
825,103152,rec.autos
826,103509,rec.autos
827,103666,rec.autos
828,103302,rec.autos
829,103412,rec.autos
830,103445,rec.autos
831,103497,rec.autos
832,103500,rec.autos
833,103523,rec.autos
834,103218,rec.autos
835,103716,rec.autos
836,103722,rec.autos
837,103243,rec.autos
838,103403,rec.autos
839,103316,rec.autos
840,103130,rec.autos
841,103528,rec.autos
842,103660,rec.autos
843,103711,rec.autos
844,103810,rec.autos
845,103151,rec.autos
846,103678,rec.autos
847,103447,rec.autos
848,103721,rec.autos
849,103376,rec.autos
850,103802,rec.autos
851,103753,rec.autos
852,103706,rec.autos
853,103070,rec.autos
854,103380,rec.autos
855,103206,rec.autos
856,103300,rec.autos
857,103266,rec.autos
858,103455,rec.autos
859,103182,rec.autos
860,103739,rec.autos
861,103689,rec.autos
862,103491,rec.autos
863,103138,rec.autos
864,103742,rec.autos
865,103331,rec.autos
866,103457,rec.autos
867,103158,rec.autos
868,103680,rec.autos
869,103517,rec.autos
870,103139,rec.autos
871,103531,rec.autos
872,103269,rec.autos
873,103696,rec.autos
874,103702,rec.autos
875,103732,rec.autos
876,103712,rec.autos
877,103270,rec.autos
878,103341,rec.autos
879,103687,rec.autos
880,103082,rec.autos
881,103261,rec.autos
882,103263,rec.autos
883,103222,rec.autos
884,103369,rec.autos
885,103647,rec.autos
886,103424,rec.autos
887,103808,rec.autos
888,103720,rec.autos
889,103409,rec.autos
890,103124,rec.autos
891,103446,rec.autos
892,103075,rec.autos
893,103656,rec.autos
894,103205,rec.autos
895,103718,rec.autos
896,103173,rec.autos
897,103212,rec.autos
898,103806,rec.autos
899,103814,rec.autos
900,103137,rec.autos
901,103691,rec.autos
902,103361,rec.autos
903,103377,rec.autos
904,103373,rec.autos
905,103147,rec.autos
906,103338,rec.autos
907,103195,rec.autos
908,103125,rec.autos
909,103159,rec.autos
910,103735,rec.autos
911,103727,rec.autos
912,103672,rec.autos
913,103770,rec.autos
914,103750,rec.autos
915,103352,rec.autos
916,103257,rec.autos
917,103688,rec.autos
918,103682,rec.autos
919,103183,rec.autos
920,103499,rec.autos
921,103216,rec.autos
922,103337,rec.autos
923,103705,rec.autos
924,103219,rec.autos
925,103081,rec.autos
926,103432,rec.autos
927,103744,rec.autos
928,103512,rec.autos
929,103048,rec.autos
930,103775,rec.autos
931,103164,rec.autos
932,103433,rec.autos
933,103435,rec.autos
934,103068,rec.autos
935,103351,rec.autos
936,103734,rec.autos
937,103346,rec.autos
938,103474,rec.autos
939,103458,rec.autos
940,103429,rec.autos
941,103421,rec.autos
942,103135,rec.autos
943,103420,rec.autos
944,103430,rec.autos
945,103342,rec.autos
946,103503,rec.autos
947,103441,rec.autos
948,103301,rec.autos
949,103723,rec.autos
950,103813,rec.autos
951,103520,rec.autos
952,103667,rec.autos
953,103180,rec.autos
954,103526,rec.autos
955,103228,rec.autos
956,103683,rec.autos
957,103670,rec.autos
958,103519,rec.autos
959,103669,rec.autos
960,103506,rec.autos
961,103536,rec.autos
962,103069,rec.autos
963,103315,rec.autos
964,103408,rec.autos
965,103715,rec.autos
966,103191,rec.autos
967,103686,rec.autos
968,103524,rec.autos
969,103353,rec.autos
970,103675,rec.autos
971,103142,rec.autos
972,103372,rec.autos
973,103348,rec.autos
974,103812,rec.autos
975,103123,rec.autos
976,103320,rec.autos
977,103690,rec.autos
978,103239,rec.autos
979,103319,rec.autos
980,103749,rec.autos
981,103340,rec.autos
982,103496,rec.autos
983,103741,rec.autos
984,103713,rec.autos
985,103028,rec.autos
986,103811,rec.autos
987,103755,rec.autos
988,103778,rec.autos
989,103418,rec.autos
990,103681,rec.autos
991,103066,rec.autos
992,103895,rec.autos
993,103375,rec.autos
994,103448,rec.autos
995,103334,rec.autos
996,103502,rec.autos
997,103776,rec.autos
998,103530,rec.autos
999,103192,rec.autos
1000,103431,rec.autos
1001,103362,rec.autos
1002,103174,rec.autos
1003,103522,rec.autos
1004,103148,rec.autos
1005,103724,rec.autos
1006,103144,rec.autos
1007,103450,rec.autos
1008,103268,rec.autos
1009,103707,rec.autos
1010,103121,rec.autos
1011,103674,rec.autos
1012,103444,rec.autos
1013,103805,rec.autos
1014,103134,rec.autos
1015,103709,rec.autos
1016,103149,rec.autos
1017,103495,rec.autos
1018,103701,rec.autos
1019,103126,rec.autos
1020,103063,rec.autos
1021,103349,rec.autos
1022,103815,rec.autos
1023,103729,rec.autos
1024,103511,rec.autos
1025,103425,rec.autos
1026,103719,rec.autos
1027,103460,rec.autos
1028,103167,rec.autos
1029,103161,rec.autos
1030,103136,rec.autos
1031,103177,rec.autos
1032,103513,rec.autos
1033,103298,rec.autos
1034,103264,rec.autos
1035,103507,rec.autos
1036,103071,rec.autos
1037,103333,rec.autos
1038,103809,rec.autos
1039,103220,rec.autos
1040,103256,rec.autos
1041,103419,rec.autos
1042,103321,rec.autos
1043,103504,rec.autos
1044,103074,rec.autos
1045,103752,rec.autos
1046,103240,rec.autos
1047,103508,rec.autos
1048,103313,rec.autos
